[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 
[21.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[72.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[95.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[118.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[140.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[173.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[198.0, 0.0, 0.7163076996803284, 0.0, -0.0, 0.0, 0.0, 0.0], 
[223.0, 0.0, 1.0, 0.0, 0.023764828220009804, 0.0, 0.0, 0.0], 
[276.0, 0.0, 1.0, 0.0, 0.8080905675888062, 0.0, 0.0, 0.0], 
[310.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[344.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[378.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[419.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[450.0, -0.07386063784360886, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[484.0, -0.08220452815294266, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[520.0, -0.08220452815294266, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[555.0, -0.09889230877161026, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[611.0, -0.20736287534236908, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[649.0, -0.3408651351928711, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[690.0, -0.4993990361690521, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[730.0, -0.6329012513160706, 0.849810004234314, 0.0, 1.0, 0.0, 0.0, 0.0], 
[783.0, -0.8498424291610718, 0.6412127017974854, 0.0, 1.0, 0.0, 0.0, 0.0], 
[826.0, -0.9165935516357422, 0.5243982672691345, 0.0, 1.0, 0.0, 0.0, 0.0], 
[864.0, -0.9666569232940674, 0.4242715835571289, 0.0, 1.0, 0.0, 0.0, 0.0], 
[904.0, -1.0, 0.2907693088054657, 0.0, 1.0, 0.0, 0.0, 0.0], 
[949.0, -1.0, 0.05714039131999016, 0.0, 1.0, 0.0, 0.0, 0.0], 
[988.0, -0.824810802936554, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1032.0, -0.02379729226231575, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1072.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1136.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1169.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1201.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1234.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1269.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1315.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1350.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1385.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1428.0, 0.0, -0.0, 0.0, 1.0, 0.0, 0.0, 0.0], 
[1461.0, 0.0, -0.0, 0.0, 1.0, -0.032108716666698456, 0.0, 0.0], 
[1494.0, 0.0, -0.0, 0.0, 1.0, -0.032108716666698456, 0.0, 0.0], 
[1526.0, 0.0, -0.0, 0.0, 1.0, -0.2740815281867981, 0.0, 0.0], 
[1560.0, 0.0, -0.0, 0.0, 1.0, -0.4993665814399719, 0.0, 0.0], 
[1592.0, 0.0, -0.0, 0.0, 1.0, -0.666244387626648, 0.0, 0.0], 
[1645.0, 0.0, -0.0, 0.0, 1.0, -0.8915294408798218, 0.0, 0.0], 
[1682.0, 0.0, -0.0, 0.0, 1.0, -1.0, 0.0, 0.0], 
[1717.0, 0.0, -0.0, 0.0, 0.849810004234314, -1.0, 0.0, 0.0], 
[1751.0, 0.0, -0.0, 0.0, 0.22401820123195648, -1.0, 0.0, 0.0], 
[1782.0, 0.0, -0.0, 0.0, 0.22401820123195648, -1.0, 0.0, 0.0], 
[1822.0, 0.0, -0.0, 0.0, -0.0, -1.0, 0.0, 0.0], 
