[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 
[23.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[70.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[92.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[114.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[138.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[160.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[190.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[215.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[235.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[257.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[280.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[300.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[318.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[338.0, 0.0, 0.023764828220009804, 0.0, -0.0, 0.0, 0.0, 0.0], 
[364.0, 0.0, 0.023764828220009804, 0.0, -0.0, 0.0, 0.0, 0.0], 
[385.0, 0.007077048998326063, 0.2573937475681305, 0.0, -0.0, 0.0, 0.0, 0.0], 
[412.0, 0.007077048998326063, 0.2573937475681305, 0.0, -0.0, 0.0, 0.0, 0.0], 
[437.0, 0.2824254333972931, 0.6745882630348206, 0.0, -0.0, 0.0, 0.0, 0.0], 
[470.0, 0.4075838029384613, 0.9666244387626648, 0.0, -0.0, 0.0, 0.0, 0.0], 
[495.0, 0.4075838029384613, 0.9666244387626648, 0.0, -0.0, 0.0, 0.0, 0.0], 
[522.0, 0.4075838029384613, 0.9916561245918274, 0.0, -0.0, 0.0, 0.0, 0.0], 
[554.0, 0.4075838029384613, 1.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[591.0, 0.4075838029384613, 1.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[611.0, 0.4075838029384613, 1.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[636.0, 0.4075838029384613, 1.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[658.0, 0.4075838029384613, 1.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[682.0, 0.4826788008213043, 1.0, 0.0, -0.0, 0.0, 0.0, 0.0], 
[710.0, 0.7496833205223083, 0.6996199488639832, 0.0, -0.0, 0.0, 0.0, 0.0], 
[734.0, 0.7496833205223083, 0.6996199488639832, 0.0, -0.0, 0.0, 0.0, 0.0], 
[756.0, 0.8915294408798218, 0.4743348956108093, 0.0, -0.0, 0.0, 0.0, 0.0], 
[782.0, 0.9332488775253296, 0.4159276783466339, 0.0, -0.0, 0.0, 0.0, 0.0], 
[809.0, 0.9332488775253296, 0.4159276783466339, 0.0, -0.0, 0.0, 0.0, 0.0], 
[829.0, 0.9499366879463196, 0.3992398977279663, 0.0, -0.0, 0.0, 0.0, 0.0], 
[853.0, 0.9499366879463196, 0.3992398977279663, 0.0, -0.0, 0.0, 0.0, 0.0], 
[874.0, 0.9582805633544922, 0.3825521171092987, 0.0, -0.0, 0.0, 0.0, 0.0], 
[897.0, 0.9582805633544922, 0.3825521171092987, 0.0, -0.0, 0.0, 0.0, 0.0], 
