[0.0, -1.0, 0.0, 0.0],
[2.0, 1.0, 0.0, 0.0],
[100.0, 0.0, -0.0, 0.0],
[123.0, 0.0, -0.0, 0.0],
[144.0, 0.0, -0.0, 0.0],
[166.0, 0.0, -0.0, 0.0],
[182.0, 0.0, -0.0, 0.0],
[199.0, 0.0, -0.0, 0.0],
[217.0, 0.0, -0.0, 0.0],
[234.0, 0.0, -0.0, 0.0],
[251.0, 0.0, -0.0, 0.0],
[266.0, 0.0, -0.0, 0.0],
[283.0, 0.0, -0.0, 0.0],
[298.0, 0.0, -0.0, 0.0],
[313.0, 0.0, -0.0, 0.0],
[331.0, 0.0, -0.0, 0.0],
[347.0, 0.0, -0.0, 0.0],
[363.0, 0.0, -0.0, 0.0],
[381.0, 0.0, -0.0, 0.0],
[397.0, 0.0, -0.0, 0.0],
[413.0, 0.0, -0.0, 0.0],
[429.0, 0.0, -0.0, 0.0],
[447.0, 0.0, -0.0, 0.0],
[466.0, 0.0, -0.0, 0.0],
[486.0, 0.0, -0.0, 0.0],
[506.0, 0.0, -0.0, 0.0],
[524.0, 0.0, -0.0, 0.0],
[542.0, 0.0, -0.0, 0.0],
[581.0, 0.0, -0.0, 0.0],
[596.0, 0.0, -0.0, 0.0],
[613.0, 0.0, -0.0, 0.0],
[629.0, 0.0, -0.0, 0.0],
[647.0, 0.0, -0.0, 0.0],
[666.0, 0.0, -0.0, 0.0],
[689.0, 0.0, -0.0, 0.0],
[706.0, 0.0, -0.0, 0.0],
[740.0, 0.0, -0.0, 0.0],
[755.0, 0.0, -0.0, 0.0],
[770.0, 0.0, -0.0, 0.0],
[785.0, 0.0, -0.0, 0.0],
[803.0, 0.0, -0.0, 0.0],
[817.0, 0.0, -0.0, 0.0],
[835.0, 0.0, -0.0, 0.0],
[852.0, 0.0, -0.0, 0.0],
[866.0, 0.0, -0.0, 0.0],
[882.0, 0.0, -0.0, 0.0],
[898.0, 0.0, -0.0, 0.0],
[915.0, 0.0, -0.0, 0.0],
[934.0, 0.0, -0.0, 0.0],
[953.0, 0.0, -0.0, 0.0],
[974.0, 0.0, -0.0, 0.0],
[991.0, 0.0, -0.0, 0.0],
[1008.0, 0.0, -0.0, 0.0],
[1023.0, 0.0, -0.0, 0.0],
[1040.0, 0.0, -0.0, 0.0],
[1059.0, 0.0, -0.0, 0.5911493301391602],
[1105.0, 0.0, -0.0, 1.0],
[1133.0, 0.0, -0.0, 1.0],
[1151.0, 0.0, -0.015453403815627098, 1.0],
[1175.0, -0.16564343869686127, -0.5995256900787354, 1.0],
[1205.0, -0.16564343869686127, -0.5995256900787354, 1.0],
[1224.0, -0.2908017635345459, -1.0, 1.0],
[1248.0, -0.2908017635345459, -1.0, 1.0],
[1265.0, -0.2908017635345459, -1.0, 1.0],
[1280.0, -0.2908017635345459, -1.0, 1.0],
[1297.0, -0.03214119002223015, -1.0, 1.0],
[1326.0, -0.03214119002223015, -1.0, 1.0],
[1344.0, 0.0, -1.0, 1.0],
[1363.0, 0.0, -1.0, 1.0],
[1377.0, 0.0, -1.0, 0.8831855654716492],
